rxn,Output
C1[C@@H](CC2=CC[C@@H]3[C@@H]([C@]2(C1)C)CC[C@]1([C@H]3CC=C1c1cnccc1)C)O.CC(C)(C)N=C(N(C)C)N(C)C>>C[C@]12CC[C@H]([O-])CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12.CN(C)C(=[NH+]C(C)(C)C)N(C)C|C[C@]12CC[C@H]([O-])CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>C[C@]12CC[C@H](OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12.[F-]|C[C@]12CC[C@H](OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12.[F-]>>C[C@]12CC[C@@H](F)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,9
c1c(ccc(c1)CO)c1ccccc1.C1CCC2=NCCCN2CC1>>[O-]Cc1ccc(-c2ccccc2)cc1.C1CCC2=[NH+]CCCN2CC1|[O-]Cc1ccc(-c2ccccc2)cc1.c1cc(ccc1S(=O)(=O)F)Cl>>O=S(=O)(OCc1ccc(-c2ccccc2)cc1)c1ccc(Cl)cc1.[F-]|O=S(=O)(OCc1ccc(-c2ccccc2)cc1)c1ccc(Cl)cc1.[F-]>>FCc1ccc(-c2ccccc2)cc1,11
c1cccc(c1c1nnnn1C(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(cc1)Cn1c(c(nc1CCCC)Cl)CO.CN1CCCN2CCCN=C12>>CCCCc1nc(Cl)c(C[O-])n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.CN1CCCN2CCC[NH+]=C12|CCCCc1nc(Cl)c(C[O-])n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.c1ccnc(c1)S(=O)(=O)F>>CCCCc1nc(Cl)c(COS(=O)(=O)c2ccccn2)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[F-]|CCCCc1nc(Cl)c(COS(=O)(=O)c2ccccn2)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[F-]>>CCCCc1nc(Cl)c(CF)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,9
O1C[C@@H]([C@@H]2[C@H]1[C@@H](CO2)O)OC(=O)C.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>CC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2[O-].CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|CC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2[O-].c1cc(ccc1S(=O)(=O)F)Cl>>CC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OS(=O)(=O)c1ccc(Cl)cc1.[F-]|CC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OS(=O)(=O)c1ccc(Cl)cc1.[F-]>>CC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2F,8
C1C2C[C@H](CC(C1)N2C(=O)OC(C)(C)C)O.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>CC(C)(C)OC(=O)N1C2CCC1CC([O-])C2.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|CC(C)(C)OC(=O)N1C2CCC1CC([O-])C2.c1cc(ccc1S(=O)(=O)F)Cl>>CC(C)(C)OC(=O)N1C2CCC1CC(OS(=O)(=O)c1ccc(Cl)cc1)C2.[F-]|CC(C)(C)OC(=O)N1C2CCC1CC(OS(=O)(=O)c1ccc(Cl)cc1)C2.[F-]>>CC(C)(C)OC(=O)N1C2CCC1CC(F)C2,11
C=CC(CCCCCCC)O.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>C=CC([O-])CCCCCCC.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|C=CC([O-])CCCCCCC.c1ccnc(c1)S(=O)(=O)F>>C=CC(CCCCCCC)OS(=O)(=O)c1ccccn1.[F-]|C=CC(CCCCCCC)OS(=O)(=O)c1ccccn1.[F-]>>C=CC(F)CCCCCCC,9
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.C1CCC2=NCCCN2CC1>>O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.C1CCC2=[NH+]CCCN2CC1|O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1.[F-]|O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1.[F-]>>O=C1c2ccccc2C(=O)N1C1CCC(F)CC1,7
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.CN1CCCN2CCCN=C12>>O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.CN1CCCN2CCC[NH+]=C12|O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1.[F-]|O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1.[F-]>>O=C1c2ccccc2C(=O)N1C1CCC(F)CC1,9
N([C@@H](CO)C(=O)OC)C(c1ccccc1)(c1ccccc1)c1ccccc1.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>COC(=O)[C@H](C[O-])NC(c1ccccc1)(c1ccccc1)c1ccccc1.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|COC(=O)[C@H](C[O-])NC(c1ccccc1)(c1ccccc1)c1ccccc1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>COC(=O)[C@H](COS(=O)(=O)c1ccc(C(F)(F)F)cc1)NC(c1ccccc1)(c1ccccc1)c1ccccc1.[F-]|COC(=O)[C@H](COS(=O)(=O)c1ccc(C(F)(F)F)cc1)NC(c1ccccc1)(c1ccccc1)c1ccccc1.[F-]>>COC(=O)[C@H](CF)NC(c1ccccc1)(c1ccccc1)c1ccccc1,9
N([C@@H](CO)C(=O)OC)C(c1ccccc1)(c1ccccc1)c1ccccc1.CN1CCCN2CCCN=C12>>COC(=O)[C@H](C[O-])NC(c1ccccc1)(c1ccccc1)c1ccccc1.CN1CCCN2CCC[NH+]=C12|COC(=O)[C@H](C[O-])NC(c1ccccc1)(c1ccccc1)c1ccccc1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>COC(=O)[C@H](COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)NC(c1ccccc1)(c1ccccc1)c1ccccc1.[F-]|COC(=O)[C@H](COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)NC(c1ccccc1)(c1ccccc1)c1ccccc1.[F-]>>COC(=O)[C@H](CF)NC(c1ccccc1)(c1ccccc1)c1ccccc1,9
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F>>O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1.[F-]|O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1.[F-]>>O=C1c2ccccc2C(=O)N1C1CCC(F)CC1,11
C1=C[C@]2(C(=CC1=O)CC[C@@H]1[C@@H]2C(=O)C[C@]2([C@H]1CC[C@@]2(C(=O)CO)O)C)C.CN1CCCN2CCCN=C12>>C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)C[O-].CN1CCCN2CCC[NH+]=C12|C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)C[O-].c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F>>C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(OS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)CO.[F-]|C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(OS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)CO.[F-]>>C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(F)C(=O)CO,12
C1CCN(C(C1)CO)CCCc1ccccc1.C1CCC2=NCCCN2CC1>>[O-]CC1CCCCN1CCCc1ccccc1.C1CCC2=[NH+]CCCN2CC1|[O-]CC1CCCCN1CCCc1ccccc1.c1cc(ccc1C(F)(F)F)S(=O)(=O)F>>O=S(=O)(OCC1CCCCN1CCCc1ccccc1)c1ccc(C(F)(F)F)cc1.[F-]|O=S(=O)(OCC1CCCCN1CCCc1ccccc1)c1ccc(C(F)(F)F)cc1.[F-]>>FCC1CCCCN1CCCc1ccccc1,8
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@H](CC1)O.CC(C)(C)N=C(N(C)C)N(C)C>>O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.CN(C)C(=[NH+]C(C)(C)C)N(C)C|O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F>>O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1.[F-]|O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1.[F-]>>O=C1c2ccccc2C(=O)N1C1CCC(F)CC1,11
C1[C@@H](C[C@@H]1O)OCc1ccccc1.CC(C)(C)N=C(N(C)C)N(C)C>>[O-][C@H]1C[C@@H](OCc2ccccc2)C1.CN(C)C(=[NH+]C(C)(C)C)N(C)C|[O-][C@H]1C[C@@H](OCc2ccccc2)C1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F>>O=[N+]([O-])c1ccc(S(=O)(=O)O[C@H]2C[C@@H](OCc3ccccc3)C2)cc1.[F-]|O=[N+]([O-])c1ccc(S(=O)(=O)O[C@H]2C[C@@H](OCc3ccccc3)C2)cc1.[F-]>>F[C@H]1C[C@H](OCc2ccccc2)C1,12
C=CC(CCCCCCC)O.C1CCC2=NCCCN2CC1>>C=CC([O-])CCCCCCC.C1CCC2=[NH+]CCCN2CC1|C=CC([O-])CCCCCCC.c1ccnc(c1)S(=O)(=O)F>>C=CC(CCCCCCC)OS(=O)(=O)c1ccccn1.[F-]|C=CC(CCCCCCC)OS(=O)(=O)c1ccccn1.[F-]>>C=CC(F)CCCCCCC,12
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.CC(C)(C)N=C(N(C)C)N(C)C>>O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.CN(C)C(=[NH+]C(C)(C)C)N(C)C|O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1.[F-]|O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1.[F-]>>O=C1c2ccccc2C(=O)N1C1CCC(F)CC1,12
c1ccc2c(c1)C(=O)N(C2=O)C1CC[C@@H](CC1)O.CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3>>O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.CC(C)(C)[NH+]=P(N1CCCC1)(N1CCCC1)N1CCCC1|O=C1c2ccccc2C(=O)N1C1CCC([O-])CC1.C(C(C(F)(F)S(=O)(=O)F)(F)F)(C(F)(F)F)(F)F>>O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1.[F-]|O=C1c2ccccc2C(=O)N1C1CCC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1.[F-]>>O=C1c2ccccc2C(=O)N1C1CCC(F)CC1,13
C1[C@@H](C[C@@H]1O)OCc1ccccc1.CN1CCCN2CCCN=C12>>[O-][C@H]1C[C@@H](OCc2ccccc2)C1.CN1CCCN2CCC[NH+]=C12|[O-][C@H]1C[C@@H](OCc2ccccc2)C1.c1cc(ccc1[N+](=O)[O-])S(=O)(=O)F>>O=[N+]([O-])c1ccc(S(=O)(=O)O[C@H]2C[C@@H](OCc3ccccc3)C2)cc1.[F-]|O=[N+]([O-])c1ccc(S(=O)(=O)O[C@H]2C[C@@H](OCc3ccccc3)C2)cc1.[F-]>>F[C@H]1C[C@H](OCc2ccccc2)C1,12
