rxn,Yield
ClC1=CC=CS1.CC(C)C1=CC=CC(C(C)C)=C1N1C=C[N+](C2=C(C(C)C)C=CC=C2C(C)C)=C1[Pd]<-[N+](C)(C)C1=C(C2=CC=CC=C2)C=CC=C1.CC(C)O>>CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1[Pd](Cl)(c1cccs1)<-[N+](C)(C)c1ccccc1-c1ccccc1.CC(C)O|OB(O)C1=CC=CC=C1.CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1[Pd](Cl)(c1cccs1)<-[N+](C)(C)c1ccccc1-c1ccccc1.CC(C)(C)[O-].[Na+].CC(C)O>>CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1[Pd](c1ccccc1)(c1cccs1)<-[N+](C)(C)c1ccccc1-c1ccccc1.[Na+].[Cl-].CC(C)(C)OB(O)O.CC(C)O|CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1[Pd](c1ccccc1)(c1cccs1)<-[N+](C)(C)c1ccccc1-c1ccccc1.CC(C)O>>C1(C2=CC=CC=C2)=CSC=C1.CC(C)O,78
BrC1=C(OC)C=CC=C1OC.CC(C)C1=CC=CC(C(C)C)=C1N1C2=C(C3=C4C(=CC=C3)C=CC=C42)[N+](C2=C(C(C)C)C=CC=C2C(C)C)=C1[Pd]<-[N+]1=CC=CC(Cl)=C1.C1COCCO1>>COc1cccc(OC)c1[Pd](Br)(c1n(-c2c(C(C)C)cccc2C(C)C)c2c([n+]1-c1c(C(C)C)cccc1C(C)C)-c1cccc3cccc-2c13)<-[n+]1cccc(Cl)c1.C1COCCO1|OB(O)C1=C(C)C=C(OC)C=C1C.COc1cccc(OC)c1[Pd](Br)(c1n(-c2c(C(C)C)cccc2C(C)C)c2c([n+]1-c1c(C(C)C)cccc1C(C)C)-c1cccc3cccc-2c13)<-[n+]1cccc(Cl)c1.CC(C)(C)[O-].[K+].C1COCCO1>>COc1cc(C)c([Pd](c2c(OC)cccc2OC)(c2n(-c3c(C(C)C)cccc3C(C)C)c3c([n+]2-c2c(C(C)C)cccc2C(C)C)-c2cccc4cccc-3c24)<-[n+]2cccc(Cl)c2)c(C)c1.[K+].[Br-].CC(C)(C)OB(O)O.C1COCCO1|COc1cc(C)c([Pd](c2c(OC)cccc2OC)(c2n(-c3c(C(C)C)cccc3C(C)C)c3c([n+]2-c2c(C(C)C)cccc2C(C)C)-c2cccc4cccc-3c24)<-[n+]2cccc(Cl)c2)c(C)c1.C1COCCO1>>CC1=C(C2=C(OC)C=CC=C2OC)C(C)=CC(OC)=C1.C1COCCO1,99
ClC1=C(C)C=C(F)C=C1.CC(C)C1=CC=CC(C(C)C)=C1N1C=C[N+](C2=C(C(C)C)C=CC=C2C(C)C)=C1[Pd]<-[N+]1=CN(C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(C)O>>Cc1cc(F)ccc1[Pd](Cl)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1ccn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1.CC(C)O|OB(O)C1=C(C)C=CC=C1.Cc1cc(F)ccc1[Pd](Cl)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1ccn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1.O=P([O-])([O-])[O-].[K+].[K+].[K+].CC(C)O>>Cc1ccccc1[Pd](c1ccc(F)cc1C)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1ccn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1.[K+].[Cl-].[O-]P([O-])(OB(O)O)=O.[K+].[K+].CC(C)O|Cc1ccccc1[Pd](c1ccc(F)cc1C)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1ccn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1.CC(C)O>>FC1=CC(C)=C(C2=C(C)C=CC=C2)C=C1.CC(C)O,78
ClC1=C(C)C=CC=C1C.CC(C)C1=CC=CC(C(C)C)=C1N1C2=C(C3=CC(C(C)(C)C)=C(C(C)(C)C)C4=CC=CC2=C34)[N+](C2=C(C(C)C)C=CC=C2C(C)C)=C1[Pd]<-[N+]1=CC=CC(Cl)=C1.CC(C)(C)O>>Cc1cccc(C)c1[Pd](Cl)(c1n(-c2c(C(C)C)cccc2C(C)C)c2c([n+]1-c1c(C(C)C)cccc1C(C)C)-c1cc(C(C)(C)C)c(C(C)(C)C)c3cccc-2c13)<-[n+]1cccc(Cl)c1.CC(C)(C)O|OB(O)C1=C(C)C=C(C)C=C1C.Cc1cccc(C)c1[Pd](Cl)(c1n(-c2c(C(C)C)cccc2C(C)C)c2c([n+]1-c1c(C(C)C)cccc1C(C)C)-c1cc(C(C)(C)C)c(C(C)(C)C)c3cccc-2c13)<-[n+]1cccc(Cl)c1.CC(C)(C)[O-].[K+].CC(C)(C)O>>Cc1cc(C)c([Pd](c2c(C)cccc2C)(c2n(-c3c(C(C)C)cccc3C(C)C)c3c([n+]2-c2c(C(C)C)cccc2C(C)C)-c2cc(C(C)(C)C)c(C(C)(C)C)c4cccc-3c24)<-[n+]2cccc(Cl)c2)c(C)c1.[K+].[Cl-].CC(C)(C)OB(O)O.CC(C)(C)O|Cc1cc(C)c([Pd](c2c(C)cccc2C)(c2n(-c3c(C(C)C)cccc3C(C)C)c3c([n+]2-c2c(C(C)C)cccc2C(C)C)-c2cc(C(C)(C)C)c(C(C)(C)C)c4cccc-3c24)<-[n+]2cccc(Cl)c2)c(C)c1.CC(C)(C)O>>CC1=C(C2=C(C)C=C(C)C=C2C)C(C)=CC=C1.CC(C)(C)O,30
BrC1=C2C(C=CC(OC)=C2)=CC=C1.CC(C)C1=CC=CC(C(C)C)=C1N1C2=C(C3=C4C(=CC=C3)C=CC=C42)[N+](C2=C(C(C)C)C=CC=C2C(C)C)=C1[Pd]<-[N+]1=CC=CC(Cl)=C1.C1COCCO1>>COc1ccc2cccc([Pd](Br)(c3n(-c4c(C(C)C)cccc4C(C)C)c4c([n+]3-c3c(C(C)C)cccc3C(C)C)-c3cccc5cccc-4c35)<-[n+]3cccc(Cl)c3)c2c1.C1COCCO1|CC1=CC(F)=CC(C)=C1B(O)O.COc1ccc2cccc([Pd](Br)(c3n(-c4c(C(C)C)cccc4C(C)C)c4c([n+]3-c3c(C(C)C)cccc3C(C)C)-c3cccc5cccc-4c35)<-[n+]3cccc(Cl)c3)c2c1.CC(C)(C)[O-].[K+].C1COCCO1>>COc1ccc2cccc([Pd](c3c(C)cc(F)cc3C)(c3n(-c4c(C(C)C)cccc4C(C)C)c4c([n+]3-c3c(C(C)C)cccc3C(C)C)-c3cccc5cccc-4c35)<-[n+]3cccc(Cl)c3)c2c1.[K+].[Br-].CC(C)(C)OB(O)O.C1COCCO1|COc1ccc2cccc([Pd](c3c(C)cc(F)cc3C)(c3n(-c4c(C(C)C)cccc4C(C)C)c4c([n+]3-c3c(C(C)C)cccc3C(C)C)-c3cccc5cccc-4c35)<-[n+]3cccc(Cl)c3)c2c1.C1COCCO1>>COC1=C(C2=C(C)C=C(F)C=C2C)C3=C(C=CC=C3)C=C1.C1COCCO1,99
ClC1=CC=C2C(OCO2)=C1.COC1=CC=C(C2=C(C3=CC=C(OC)C=C3)[N+](c3c(C(C)C)cccc3C(C)C)=C([Pd]<-[N+]3=CC(Cl)=CC=C3)N2c2c(C(C)C)cccc2C(C)C)C=C1.C1CCOC1>>COc1ccc(-c2c(-c3ccc(OC)cc3)[n+](-c3c(C(C)C)cccc3C(C)C)c([Pd](Cl)(c3ccc4c(c3)OCO4)<-[n+]3cccc(Cl)c3)n2-c2c(C(C)C)cccc2C(C)C)cc1.C1CCOC1|OB(O)C1=CC(C=CC=C2)=C2O1.COc1ccc(-c2c(-c3ccc(OC)cc3)[n+](-c3c(C(C)C)cccc3C(C)C)c([Pd](Cl)(c3ccc4c(c3)OCO4)<-[n+]3cccc(Cl)c3)n2-c2c(C(C)C)cccc2C(C)C)cc1.O=P([O-])([O-])[O-].[K+].[K+].[K+].C1CCOC1>>COc1ccc(-c2c(-c3ccc(OC)cc3)[n+](-c3c(C(C)C)cccc3C(C)C)c([Pd](c3ccc4c(c3)OCO4)(c3cc4ccccc4o3)<-[n+]3cccc(Cl)c3)n2-c2c(C(C)C)cccc2C(C)C)cc1.[K+].[Cl-].[O-]P([O-])(OB(O)O)=O.[K+].[K+].C1CCOC1|COc1ccc(-c2c(-c3ccc(OC)cc3)[n+](-c3c(C(C)C)cccc3C(C)C)c([Pd](c3ccc4c(c3)OCO4)(c3cc4ccccc4o3)<-[n+]3cccc(Cl)c3)n2-c2c(C(C)C)cccc2C(C)C)cc1.C1CCOC1>>C12=CC(C3=CC(C=CC=C4)=C4O3)=CC=C1OCO2.C1CCOC1,83
ClC1=CC=CC=C1.ClC1=C[N+](->[Pd]C2=[N+](C3=CC=C(C(C4=CC=CC=C4)(C4=CC=CC=C4)C4=CC=CC=C4)C=C3)C=CN2C2=CC=C(C(C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)C=C2)=CC=C1.CC(C)O>>Clc1ccc[n+](->[Pd](Cl)(c2ccccc2)c2n(-c3ccc(C(c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc[n+]2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c1.CC(C)O|OB(O)C1=C(C)C=CC=C1.Clc1ccc[n+](->[Pd](Cl)(c2ccccc2)c2n(-c3ccc(C(c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc[n+]2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c1.O=P([O-])([O-])[O-].[K+].[K+].[K+].CC(C)O>>Cc1ccccc1[Pd](c1ccccc1)(c1n(-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc[n+]1-c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1)<-[n+]1cccc(Cl)c1.[K+].[Cl-].[O-]P([O-])(OB(O)O)=O.[K+].[K+].CC(C)O|Cc1ccccc1[Pd](c1ccccc1)(c1n(-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc[n+]1-c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1)<-[n+]1cccc(Cl)c1.CC(C)O>>CC1=CC=CC=C1C2=CC=CC=C2.CC(C)O,97
ClC1=NC=CC=C1.CC1=CC(C(C2=CC=CC=C2)C2=CC=CC=C2)=CC(C(C2=CC=CC=C2)C2=CC=CC=C2)=C1N1C2=C(C3=C4C(=CC=C3)C=CC=C42)[N+](C2=C(C)C=C(C(C3=CC=CC=C3)C3=CC=CC=C3)C=C2C(C2=CC=CC=C2)C2=CC=CC=C2)=C1[Pd]<-[N+]1=CC=CC(Cl)=C1.CCO>>Cc1cc(C(c2ccccc2)c2ccccc2)cc(C(c2ccccc2)c2ccccc2)c1-n1c2c([n+](-c3c(C)cc(C(c4ccccc4)c4ccccc4)cc3C(c3ccccc3)c3ccccc3)c1[Pd](Cl)(c1ccccn1)<-[n+]1cccc(Cl)c1)-c1cccc3cccc-2c13.CCO|OB(O)C1=CC=CO1.Cc1cc(C(c2ccccc2)c2ccccc2)cc(C(c2ccccc2)c2ccccc2)c1-n1c2c([n+](-c3c(C)cc(C(c4ccccc4)c4ccccc4)cc3C(c3ccccc3)c3ccccc3)c1[Pd](Cl)(c1ccccn1)<-[n+]1cccc(Cl)c1)-c1cccc3cccc-2c13.O=C([O-])[O-].[K+].[K+].CCO>>Cc1cc(C(c2ccccc2)c2ccccc2)cc(C(c2ccccc2)c2ccccc2)c1-n1c2c([n+](-c3c(C)cc(C(c4ccccc4)c4ccccc4)cc3C(c3ccccc3)c3ccccc3)c1[Pd](c1ccccn1)(c1ccco1)<-[n+]1cccc(Cl)c1)-c1cccc3cccc-2c13.[K+].[Cl-].O=C(OB(O)O)[O-].[K+].CCO|Cc1cc(C(c2ccccc2)c2ccccc2)cc(C(c2ccccc2)c2ccccc2)c1-n1c2c([n+](-c3c(C)cc(C(c4ccccc4)c4ccccc4)cc3C(c3ccccc3)c3ccccc3)c1[Pd](c1ccccn1)(c1ccco1)<-[n+]1cccc(Cl)c1)-c1cccc3cccc-2c13.CCO>>C1(C2=CC=CO2)=CC=CC=N1.CCO,93
ClC1=C(C)C=CC=C1C.CC1=[N+](->[Pd]C2=[N+](C3=C(C(C)C)C=CC=C3C(C)C)C=CN2C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.CC(C)O>>Cc1cccc(C)c1[Pd](Cl)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1ccn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1C.CC(C)O|OB(O)C1=C(OC)C=C(OC)C=C1.Cc1cccc(C)c1[Pd](Cl)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1ccn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1C.O=P([O-])([O-])[O-].[K+].[K+].[K+].CC(C)O>>COc1ccc([Pd](c2c(C)cccc2C)(c2n(-c3c(C(C)C)cccc3C(C)C)cc[n+]2-c2c(C(C)C)cccc2C(C)C)<-[n+]2ccn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2C)c(OC)c1.[K+].[Cl-].[O-]P([O-])(OB(O)O)=O.[K+].[K+].CC(C)O|COc1ccc([Pd](c2c(C)cccc2C)(c2n(-c3c(C(C)C)cccc3C(C)C)cc[n+]2-c2c(C(C)C)cccc2C(C)C)<-[n+]2ccn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2C)c(OC)c1.CC(C)O>>CC1=C(C2=CC=C(OC)C=C2OC)C(C)=CC=C1.CC(C)O,75
ClC1=CC(C)=CC=C1C.C1=CC=C(C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=C(N3C=C[N+](C4=CC=C(C(C5=CC=CC=C5)(C5=CC=CC=C5)C5=CC=CC=C5)C=C4)=C3[Pd]<-[N+]3=CN(C(C4=CC=CC=C4)(C4=CC=CC=C4)C4=CC=CC=C4)C=C3)C=C2)C=C1.O>>Cc1ccc(C)c([Pd](Cl)(c2n(-c3ccc(C(c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc[n+]2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)<-[n+]2ccn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2)c1.O|OB(O)C1=C(C)C=CC(C)=C1.Cc1ccc(C)c([Pd](Cl)(c2n(-c3ccc(C(c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc[n+]2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)<-[n+]2ccn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2)c1.O=P([O-])([O-])[O-].[K+].[K+].[K+].O>>Cc1ccc(C)c([Pd](c2cc(C)ccc2C)(c2n(-c3ccc(C(c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc[n+]2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)<-[n+]2ccn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2)c1.[K+].[Cl-].[O-]P([O-])(OB(O)O)=O.[K+].[K+].O|Cc1ccc(C)c([Pd](c2cc(C)ccc2C)(c2n(-c3ccc(C(c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc[n+]2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)<-[n+]2ccn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2)c1.O>>CC1=CC(C2=CC(C)=CC=C2C)=C(C)C=C1.O,80
ClC1=CC=CC(F)=C1.C1=CC=C(C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=C(N3C=C[N+](C4=CC=C(C(C5=CC=CC=C5)(C5=CC=CC=C5)C5=CC=CC=C5)C=C4)=C3[Pd]<-[N+]3=CN(C(C4=CC=CC=C4)(C4=CC=CC=C4)C4=CC=CC=C4)C=C3)C=C2)C=C1.CC(C)O>>Fc1cccc([Pd](Cl)(c2n(-c3ccc(C(c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc[n+]2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)<-[n+]2ccn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2)c1.CC(C)O|OB(O)C1=CC=CC=C1.Fc1cccc([Pd](Cl)(c2n(-c3ccc(C(c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc[n+]2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)<-[n+]2ccn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2)c1.O=P([O-])([O-])[O-].[K+].[K+].[K+].CC(C)O>>Fc1cccc([Pd](c2ccccc2)(c2n(-c3ccc(C(c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc[n+]2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)<-[n+]2ccn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2)c1.[K+].[Cl-].[O-]P([O-])(OB(O)O)=O.[K+].[K+].CC(C)O|Fc1cccc([Pd](c2ccccc2)(c2n(-c3ccc(C(c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc[n+]2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)<-[n+]2ccn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2)c1.CC(C)O>>FC1=CC=CC(C2=CC=CC=C2)=C1.CC(C)O,95
ClC1=C(C)C=CC=C1C.CC1=CN(C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=[N+]1->[Pd]C1=[N+](C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C1=C(C(C)C)C=CC=C1C(C)C.CC(C)O>>Cc1cccc(C)c1[Pd](Cl)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1C.CC(C)O|OB(O)C1=C(C)C=CC(C)=C1.Cc1cccc(C)c1[Pd](Cl)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1C.O=P([O-])([O-])[O-].[K+].[K+].[K+].CC(C)O>>Cc1ccc(C)c([Pd](c2c(C)cccc2C)(c2n(-c3c(C(C)C)cccc3C(C)C)cc[n+]2-c2c(C(C)C)cccc2C(C)C)<-[n+]2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2C)c1.[K+].[Cl-].[O-]P([O-])(OB(O)O)=O.[K+].[K+].CC(C)O|Cc1ccc(C)c([Pd](c2c(C)cccc2C)(c2n(-c3c(C(C)C)cccc3C(C)C)cc[n+]2-c2c(C(C)C)cccc2C(C)C)<-[n+]2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2C)c1.CC(C)O>>CC1=C(C2=CC(C)=CC=C2C)C(C)=CC=C1.CC(C)O,83
CC1=C(Cl)C(C)=CC=C1.CC(NC1=CC=CC=C1)=[O+]->[Pd]C1=[N+](C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C1=C(C(C)C)C=CC=C1C(C)C.C1CCOC1>>CC(Nc1ccccc1)=[O+]->[Pd](Cl)(c1c(C)cccc1C)c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C.C1CCOC1|OB(O)C1=C(SC)C=CC=C1.CC(Nc1ccccc1)=[O+]->[Pd](Cl)(c1c(C)cccc1C)c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C.[Na+].[OH-].C1CCOC1>>CSc1ccccc1[Pd](<-[O+]=C(C)Nc1ccccc1)(c1c(C)cccc1C)c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C.[Na+].[Cl-].OB(O)O.C1CCOC1|CSc1ccccc1[Pd](<-[O+]=C(C)Nc1ccccc1)(c1c(C)cccc1C)c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C.C1CCOC1>>CC1=C(C2=C(SC)C=CC=C2)C(C)=CC=C1.C1CCOC1,63
ClC1=CSC=C1.CCC(CC)C1=CC=CC(C(CC)CC)=C1N1C2=C(C3=C4C(=CC=C3)C=CC=C42)[N+](C2=C(C(CC)CC)C=CC=C2C(CC)CC)=C1[Pd]<-[N+]1=CC=CC(Cl)=C1.CCO>>CCC(CC)c1cccc(C(CC)CC)c1-n1c2c([n+](-c3c(C(CC)CC)cccc3C(CC)CC)c1[Pd](Cl)(c1ccsc1)<-[n+]1cccc(Cl)c1)-c1cccc3cccc-2c13.CCO|OB(O)C1=CC(C=CC=C2)=C2S1.CCC(CC)c1cccc(C(CC)CC)c1-n1c2c([n+](-c3c(C(CC)CC)cccc3C(CC)CC)c1[Pd](Cl)(c1ccsc1)<-[n+]1cccc(Cl)c1)-c1cccc3cccc-2c13.O=C([O-])[O-].[K+].[K+].CCO>>CCC(CC)c1cccc(C(CC)CC)c1-n1c2c([n+](-c3c(C(CC)CC)cccc3C(CC)CC)c1[Pd](c1ccsc1)(c1cc3ccccc3s1)<-[n+]1cccc(Cl)c1)-c1cccc3cccc-2c13.[K+].[Cl-].CC(C)(C)OB(O)O.CCO|CCC(CC)c1cccc(C(CC)CC)c1-n1c2c([n+](-c3c(C(CC)CC)cccc3C(CC)CC)c1[Pd](c1ccsc1)(c1cc3ccccc3s1)<-[n+]1cccc(Cl)c1)-c1cccc3cccc-2c13.CCO>>C1(C2=CC(C=CC=C3)=C3S2)=CSC=C1.CCO,70
ClC1=C(C)C=CC=C1C.CCC(CC)C1=CC=CC(C(CC)CC)=C1N1C=C[N+](C2=C(C(CC)CC)C=CC=C2C(CC)CC)=C1[Pd]<-[N+]1=CC=CC(Cl)=C1.CC(C)(C)O>>CCC(CC)c1cccc(C(CC)CC)c1-n1cc[n+](-c2c(C(CC)CC)cccc2C(CC)CC)c1[Pd](Cl)(c1c(C)cccc1C)<-[n+]1cccc(Cl)c1.CC(C)(C)O|CC1=C(B(O)O)C(C)=CC(C)=C1.CCC(CC)c1cccc(C(CC)CC)c1-n1cc[n+](-c2c(C(CC)CC)cccc2C(CC)CC)c1[Pd](Cl)(c1c(C)cccc1C)<-[n+]1cccc(Cl)c1.CC(C)(C)[O-].[K+].CC(C)(C)O>>CCC(CC)c1cccc(C(CC)CC)c1-n1cc[n+](-c2c(C(CC)CC)cccc2C(CC)CC)c1[Pd](c1c(C)cccc1C)(c1c(C)cc(C)cc1C)<-[n+]1cccc(Cl)c1.[K+].[Cl-].CC(C)(C)OB(O)O.CC(C)(C)O|CCC(CC)c1cccc(C(CC)CC)c1-n1cc[n+](-c2c(C(CC)CC)cccc2C(CC)CC)c1[Pd](c1c(C)cccc1C)(c1c(C)cc(C)cc1C)<-[n+]1cccc(Cl)c1.CC(C)(C)O>>CC1=C(C2=C(C)C=C(C)C=C2C)C(C)=CC=C1.CC(C)(C)O,70
BrC1=CC(OC)=C(OC)C(OC)=C1.CC(C)c1cccc(C(C)C)c1N1C=C[N+](c2c(C(C)C)cccc2C(C)C)=C1[Pd]<-[N+]1=CC=CC(Cl)=C1.CC(C)O>>COc1cc([Pd](Br)(c2n(-c3c(C(C)C)cccc3C(C)C)cc[n+]2-c2c(C(C)C)cccc2C(C)C)<-[n+]2cccc(Cl)c2)cc(OC)c1OC.CC(C)O|FC(F)(F)C1=CC=C(B(O)O)C=C1.COc1cc([Pd](Br)(c2n(-c3c(C(C)C)cccc3C(C)C)cc[n+]2-c2c(C(C)C)cccc2C(C)C)<-[n+]2cccc(Cl)c2)cc(OC)c1OC.CC(C)(C)[O-].[K+].CC(C)O>>COc1cc([Pd](c2ccc(C(F)(F)F)cc2)(c2n(-c3c(C(C)C)cccc3C(C)C)cc[n+]2-c2c(C(C)C)cccc2C(C)C)<-[n+]2cccc(Cl)c2)cc(OC)c1OC.[K+].[Br-].CC(C)(C)OB(O)O.CC(C)O|COc1cc([Pd](c2ccc(C(F)(F)F)cc2)(c2n(-c3c(C(C)C)cccc3C(C)C)cc[n+]2-c2c(C(C)C)cccc2C(C)C)<-[n+]2cccc(Cl)c2)cc(OC)c1OC.CC(C)O>>FC(F)(F)C1=CC=C(C2=CC(OC)=C(OC)C(OC)=C2)C=C1.CC(C)O,83
ClC1=C(C)C=C(F)C=C1.CC1=CN(C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=[N+]1->[Pd]C1=[N+](C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C1=C(C(C)C)C=CC=C1C(C)C.CC(C)O>>Cc1cc(F)ccc1[Pd](Cl)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1C.CC(C)O|OB(O)C1=C(C)C=CC=C1.Cc1cc(F)ccc1[Pd](Cl)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1C.O=P([O-])([O-])[O-].[K+].[K+].[K+].CC(C)O>>Cc1ccccc1[Pd](c1ccc(F)cc1C)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1C.[K+].[Cl-].[O-]P([O-])(OB(O)O)=O.[K+].[K+].CC(C)O|Cc1ccccc1[Pd](c1ccc(F)cc1C)(c1n(-c2c(C(C)C)cccc2C(C)C)cc[n+]1-c1c(C(C)C)cccc1C(C)C)<-[n+]1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1C.CC(C)O>>FC1=CC(C)=C(C2=C(C)C=CC=C2)C=C1.CC(C)O,83
